"","Greyhound_name","Sire_Name","Dam_name","Prize","Weight","Win_time","By","Going","Est_time","SP","Grade","Comment","Date","Name_of_race1","County"
"9109","MIXED GOLD BARS","SCOLARI ME DADDY","MISS GOLD BARS","€305.00","72","29.66",NA,"-.30 Slow","29.36&nbsp","5/2","A4","AHandy,FinWl","03-Jul-19","Flat 525  ","Kilkenny"
"9110","ARTISTIC JOE","ROXHOLME BULLY","GAINING RESPECT","€325.00","71","29.66",NA,"-.30 Slow","29.36&nbsp","8/1","A4","ClrRn,FinWl","03-Jul-19","Flat 525  ","Kilkenny"
"9111","GORTKELLY GLAM","FARLOE BLITZ","SHANEBOY ENA","€255.00","60","30.35",NA,"-.30 Slow","30.05&nbsp","2/1","A7","SlAw,FinWl","03-Jul-19","Flat 525  ","Kilkenny"
"9112","BALLYHOOLY CIAN","SUPERIOR PRODUCT","LEMON FABIA","€100.00","68","29.02",NA,"-.30 Slow","28.72&nbsp","4/7","A1","AHandy,FinWl","03-Jul-19","Flat 525  ","Kilkenny"
"9113","RATHDUFF LEGEND","TULLYMURRY ACT","KILCLONEY SUE","€100.00","75","29.58",NA,"-.30 Slow","29.28&nbsp","9/4","A3","FinWl,LdNrL","03-Jul-19","Flat 525  ","Kilkenny"
"9114","BOGGER SUNNY","BELLES DIRECTION","TOMAHURRA CLOUD","€75.00","62",NA,NA,"-.30 Slow","30.00&nbsp","8/1","A7","Imp 4,LdNrL","03-Jul-19","Flat 525  ","Kilkenny"
"9115","KISHLAWN CAYLIA","KINLOCH BRAE","PENNYS QUEEN","€75.00","60","29.54",NA,"-.30 Slow","29.24&nbsp","2/5","A3","FAw,ALd","03-Jul-19","Flat 525  ","Kilkenny"
"9116","MIGHT YOU","FARLOE BLITZ","CORLEONES VELVET","€285.00","71","29.61",NA,"-.30 Slow","29.31&nbsp","2/1","A4","EvAw,FinWl","03-Jul-19","Flat 525  ","Kilkenny"
"9117","ARTISTIC SUE","KINLOCH BRAE","QUE MARAVILHA","€285.00","67","29.86",NA,"-.30 Slow","29.56&nbsp","2/1","A5","FAw,FinWl","03-Jul-19","Flat 525  ","Kilkenny"
"9118","HELLO KIKI","PAT C SABBATH","JAYTEE JULES","€290.00","65","29.66",NA,"-.30 Slow","29.36&nbsp","2/1","A4","FAw,ALd","03-Jul-19","Flat 525  ","Kilkenny"
"9119","AUTUMN NIMROD","SKYWALKER PUMA","DEE DEE YOU","€305.00","73",NA,NA,"-.30 Slow","28.90&nbsp","5/2","A2","FAw,drclr","03-Jul-19","Flat 525  ","Kilkenny"
"9120","MONBEG ME DADDY","SCOLARI ME DADDY","NA DUBH TIRE","€600.00","70","16.42",NA,"-.10 Slow","16.32&nbsp","5/4","S1","FAw,ALd","07-Jul-19","Flat 300  ","Kilkenny"
"9121","KISHLAWN CAYLIA","KINLOCH BRAE","PENNYS QUEEN","€1250.00","61","29.61",NA,"-.30 Slow","29.31&nbsp","4/7","A4","FAw,ALd","07-Jul-19","Flat 525  ","Kilkenny"
"9122","TALBOTS INCH","SCOLARI ME DADDY","LIVE QUEEN","€900.00","72","29.37",NA,"-.30 Slow","29.07&nbsp","4/5","A2","EvAw,FinWl","07-Jul-19","Flat 525  ","Kilkenny"
"9123","LEMON KERRIE","DROOPYS CAIN","ATTENTION SEEKER","€1250.00","65","29.76",NA,"-.30 Slow","29.46&nbsp","3/1","A4","FinWl,LdNrL","07-Jul-19","Flat 525  ","Kilkenny"
"9124","SOUND CHAP","PARADISE MADISON","LEMON FABIA","€950.00","75","41.16",NA,"-.40 Slow","40.76&nbsp","5/4","D1","AHandy,FinWl","07-Jul-19","Flat 725  ","Kilkenny"
"9125","BALLYHOOLY CIAN","SUPERIOR PRODUCT","LEMON FABIA","€2000.00","69","29.18",NA,"-.30 Slow","28.88&nbsp","4/5","A1","EvAw,FinWl","07-Jul-19","Flat 525  ","Kilkenny"
"9126","TOMMYS DREAM","STORM CONTROL","PUNCHESTOWN GIRL","€2200.00","80","29.42",NA,"-.30 Slow","29.12&nbsp","5/2","A3","QAw,ALd","07-Jul-19","Flat 525  ","Kilkenny"
"9127","FAINNE CHIARRAI","FARLOE BLITZ","PENNYS LADY","€1150.00","80","28.97",NA,"-.30 Slow","28.67&nbsp","2/1","A0","FAw,ALd","07-Jul-19","Flat 525  ","Kilkenny"
"9128","RANDOM JET","DROOPYS JET","RANDOM STORM","€600.00","70",NA,NA,"-.30 Slow","28.70&nbsp","EVS","A1","QAw,ALd","07-Jul-19","Flat 525  ","Kilkenny"
"9129","LIKELY GIFT","DROOPYS CAIN","LUMINOUS FLOWER","€600.00","62","29.42",NA,"-.30 Slow","29.12&nbsp","5/2","A3","FinWl,LdNrL","07-Jul-19","Flat 525  ","Kilkenny"
"9130","FILL THE TILL","BAREFOOT ALLSTAR","JAYTEE MOSQUITO","€1450.00","61","29.14",NA,"-.30 Slow","28.84&nbsp","10/1","A1","FAw,ALd","07-Jul-19","Flat 525  ","Kilkenny"
"9131","MAGIES ROSE","MAKESHIFT","ANYCHEWINGGUMSDA","€255.00","60","29.95",NA,"-.30 Slow","29.65&nbsp","11/4","A5","AHandy,FinWl","10-Jul-19","Flat 525  ","Kilkenny"
"9132","GORTKELLY GLAM","FARLOE BLITZ","SHANEBOY ENA","€255.00","60","30.12",NA,"-.30 Slow","29.82&nbsp","5/1","A6","ALd,ClrRn","10-Jul-19","Flat 525  ","Kilkenny"
"9133","FRECKLES GALORE","SIDARIAN BLAZE","MISS PRECEDENT","€285.00","67","30.31",NA,"-.30 Slow","30.01&nbsp","7/2","A7","ClrRn,FinWl","10-Jul-19","Flat 525  ","Kilkenny"
"9134","KILTEGAN DES","SHANEBOY LEE","FOREST MIA","€285.00","64","30.15",NA,"-.30 Slow","29.85&nbsp","9/4","A6","AHandy,RnOn","10-Jul-19","Flat 525  ","Kilkenny"
"9135","ARCTURUS LEGACY","LAUGHIL BLAKE","FOREST RHYTHM","€285.00","82","29.88",NA,"-.30 Slow","29.58&nbsp","7/4","A5","AHandy,FinWl","10-Jul-19","Flat 525  ","Kilkenny"
"9136","ASCOT MARTHA","TULLYMURRY ACT","ASCOT MEGAN","€290.00","63","29.79",NA,"-.30 Slow","29.49&nbsp","11/4","A4","FAw,FinWl","10-Jul-19","Flat 525  ","Kilkenny"
"9137","KA KAS FLYER","ROMEO RECRUIT","WHITE STAR","€290.00","60","29.95",NA,"-.30 Slow","29.65&nbsp","3/1","A5","CrdRu,FinWl","10-Jul-19","Flat 525  ","Kilkenny"
"9138","CATUNDA HARPER","TULLYMURRY ACT","CATUNDA YVONNE","€305.00","58","29.89",NA,"-.30 Slow","29.59&nbsp","7/2","A5","EvAw,FinWl","10-Jul-19","Flat 525  ","Kilkenny"
"9139","LEAVEHERHAVEIT","ROMEO RECRUIT","LOUGHLEA RUSH","€305.00","58","29.69",NA,"-.30 Slow","29.39&nbsp","2/1","A4","FAw,ALd","10-Jul-19","Flat 525  ","Kilkenny"
"9140","RATCHIES KIEV","SKYWALKER PUMA","SHE GOES NOWHERE","€305.00","62",NA,NA,"-.30 Slow","29.10&nbsp","5/1","A3","QAw,ALd","10-Jul-19","Flat 525  ","Kilkenny"
"9141","DUNBAR BAY","TYRUR BIG MIKE","KNOCKROE HEATHER","€335.00","64","30.04",NA,"-.30 Slow","29.74&nbsp","5/1","A6","FinWl,LdNrL","12-Jul-19","Flat 525  ","Kilkenny"
"9142","BALLYBAWN SALAH","CONFIDENT RANKIN","PRONTO CABRA","€365.00","62","29.75",NA,"-.30 Slow","29.45&nbsp","5/1","A4","AHandy,FinWl","12-Jul-19","Flat 525  ","Kilkenny"
"9143","HATS","DEANRIDGE VIKING","HARE ST SPARKLER","€370.00","74","29.61",NA,"-.30 Slow","29.31&nbsp","2/1","A4","ALd,StyOn","12-Jul-19","Flat 525  ","Kilkenny"
"9144","AUTUMN VALIANT","DROOPYS CAIN","DARING TAVERN","€370.00","71","29.35",NA,"-.30 Slow","29.05&nbsp","3/1","A2","EvAw,FinWl","12-Jul-19","Flat 525  ","Kilkenny"
"9145","LEMON ARIANA","BARCIA BALE","LEMON STEFF","€385.00","63","29.31",NA,"-.30 Slow","29.01&nbsp","5/2","A2","AHandy,FinWl","12-Jul-19","Flat 525  ","Kilkenny"
"9146","KILLYCLUG FINN","KINLOCH BRAE","KILCLONEY SUE","€385.00","74","29.55",NA,"-.30 Slow","29.25&nbsp","EVS","A3","AHandy,FinWl","12-Jul-19","Flat 525  ","Kilkenny"
"9147","SAWDUST SAMMIE","TULLYMURRY ACT","LEMON LUCY","€405.00","77","29.45",NA,"-.30 Slow","29.15&nbsp","5/4","A3","EP,HldOn","12-Jul-19","Flat 525  ","Kilkenny"
"9148","KISHLAWN CAYLIA","KINLOCH BRAE","PENNYS QUEEN","€405.00","60","29.45",NA,"-.30 Slow","29.15&nbsp","9/4","A3","FAw,ALd","12-Jul-19","Flat 525  ","Kilkenny"
"9149","MUSIC MASTER","DROOPYS RODDICK","DROOPYS LONER","€500.00","71","29.09",NA,"-.30 Slow","28.79&nbsp","4/1","A1","FAw,FinWl","12-Jul-19","Flat 525  ","Kilkenny"
"9150","FILL THE TILL","BAREFOOT ALLSTAR","JAYTEE MOSQUITO","€500.00","62","29.13",NA,"-.30 Slow","28.83&nbsp","3/1","A1","FAw,ALd","12-Jul-19","Flat 525  ","Kilkenny"
"9151","INISHMAAN","OAKS ROAD","SISTER KELLY","€255.00","73",NA,NA,"-.40 Slow","30.40&nbsp","5/1","A9","CrdRu,Bmp 1","17-Jul-19","Flat 525  ","Kilkenny"
"9152","RANDOM KATE","TULLYMURRY ACT","BRAVE MEAVE","€285.00","55","29.99",NA,"-.40 Slow","29.59&nbsp","2/1","A5","FAw,ALd","17-Jul-19","Flat 525  ","Kilkenny"
"9153","GOOCHES CHOICE","SKYWALKER PUMA","MARINAS BLUE","€285.00","73","30.11",NA,"-.40 Slow","29.71&nbsp","7/2","A6","LckEP,FinWl","17-Jul-19","Flat 525  ","Kilkenny"
"9154","BORU SPUD","SUPERIOR PRODUCT","TYRUR ANNALEEN","€285.00","67","30.14",NA,"-.40 Slow","29.74&nbsp","3/1","A6","FAw,ALd","17-Jul-19","Flat 525  ","Kilkenny"
"9155","GORTKELLY GLAM","FARLOE BLITZ","SHANEBOY ENA","€290.00","60","29.87",NA,"-.40 Slow","29.47&nbsp","5/1","A4","AHandy,FinWl","17-Jul-19","Flat 525  ","Kilkenny"
"9156","HILLROAD MOCHA","HILLROAD JOCK","HILLROAD AMBER","€290.00","57",NA,NA,"-.40 Slow","29.60&nbsp","5/1","A5","FAw,ALd","17-Jul-19","Flat 525  ","Kilkenny"
"9157","ARCTURUS LEGACY","LAUGHIL BLAKE","FOREST RHYTHM","€290.00","82","29.99",NA,"-.40 Slow","29.59&nbsp","3/1","A5","AHandy,RnOn","17-Jul-19","Flat 525  ","Kilkenny"
"9158","KELLSBORO SASHA","HEAD BOUND","STAR PRINCESS","€305.00","61","29.93",NA,"-.40 Slow","29.53&nbsp","9/4","A5","ClrRn,FinWl","17-Jul-19","Flat 525  ","Kilkenny"
"9159","ASCOT KIM","TULLYMURRY ACT","ASCOT MEGAN","€305.00","63","30.03",NA,"-.40 Slow","29.63&nbsp","9/4","A5","EvAw,FinWl","17-Jul-19","Flat 525  ","Kilkenny"
"9160","LAURENS PANDORA","ROMEO RECRUIT","TOBAR NA MAITHIR","€305.00","61","29.93",NA,"-.40 Slow","29.53&nbsp","5/1","A5","EvAw,FinWl","17-Jul-19","Flat 525  ","Kilkenny"
"9161","FLEXIBLE DIVA","FARLOE TANGO","FLEXIBLE DORA","€230.00","65","30.52",NA,"-.40 Slow","30.12&nbsp","9/2","A8","ClrRn,RnOn","17-Jul-19","Flat 525  ","Kilkenny"
"9162","RATCHIES SLIMJIM","VANS ESCALADE","BALLYMAC NOR","€285.00","73","29.74",NA,"-.40 Slow","29.34&nbsp","2/1","A4","Ld 1,RnOn","19-Jul-19","Flat 525  ","Kilkenny"
"9163","MYSTERIOUS LOLA","DROOPYS RODDICK","MYSTERIOUS WAYS","€50.00","57","29.32",NA,"-.40 Slow","28.92&nbsp","2/1","A2","FAw,ALd","19-Jul-19","Flat 525  ","Kilkenny"
"9164","GUSTY AZZA","AZZA AZZA AZZA","BEAMING GUSTY","€50.00","69","30.08",NA,"-.40 Slow","29.68&nbsp","2/1","A5","Blk 1,RnOn","19-Jul-19","Flat 525  ","Kilkenny"
"9165","FASHION GURU","DROOPYS CAIN","HI TREND MINNIE","€50.00","71","29.64",NA,"-.40 Slow","29.24&nbsp","EVS","A3","EP,ALd","19-Jul-19","Flat 525  ","Kilkenny"
"9166","FIESTA","LAUGHIL DUKE","LASSIE GO","€290.00","54",NA,NA,"-.40 Slow","29.10&nbsp","3/1","A3","LdBS,FinWl","19-Jul-19","Flat 525  ","Kilkenny"
"9167","MILFORD BLAKE","LAUGHIL BLAKE","YOU SEE BOLT","€305.00","63","29.69",NA,"-.40 Slow","29.29&nbsp","4/1","A3","FAw,ALd","19-Jul-19","Flat 525  ","Kilkenny"
"9168","METRO GYPSY","JACKSAJEM","EXPRESS DAWN","€75.00","58","29.85",NA,"-.40 Slow","29.45&nbsp","4/1","A4","EP,LdNrL","19-Jul-19","Flat 525  ","Kilkenny"
"9169","BALLYBOUGH CHIEF","BALLYMAC ESKE","LEMON LUCY","€75.00","73","29.52",NA,"-.40 Slow","29.12&nbsp","2/1","A3","LdBS,FinWl","19-Jul-19","Flat 525  ","Kilkenny"
"9170","SOBER ESCAPE","ZERO TEN","TULLOWMAC JAVA","€75.00","79","29.35",NA,"-.40 Slow","28.95&nbsp","6/4","A2","LdBS,FinWl","19-Jul-19","Flat 525  ","Kilkenny"
"9171","COOLSIDE WALKER","SKYWALKER PUMA","BELLMORE SHELLY","€350.00","67",NA,NA,"-.40 Slow","28.90&nbsp","7/2","A2","FAw,ALd","19-Jul-19","Flat 525  ","Kilkenny"
"9172","ROSWELL GIRL","DROOPYS JET","ROSWELL FLO JO","€230.00","53",NA,NA,"-.20 Slow","29.70&nbsp","4/1","A6","Ld 1,RnOn","24-Jul-19","Flat 525  ","Kilkenny"
"9173","GURTNACREHY CUBA","TULLYMURRY ACT","GURTNACREHY PERL","€255.00","71","30.38",NA,"-.20 Slow","30.18&nbsp","3/1","A8","RnOn,LdNrL","24-Jul-19","Flat 525  ","Kilkenny"
"9174","AMBITIOUS GAELS","BALLYMAC VIC","AMBITIOUS DIVA","€255.00","60","29.82",NA,"-.20 Slow","29.62&nbsp","2/1","A5","Ld 1,FinWl","24-Jul-19","Flat 525  ","Kilkenny"
"9175","FORTUNATE VENICE","ROMEO RECRUIT","WHITE STAR","€285.00","54","29.76",NA,"-.20 Slow","29.56&nbsp","5/2","A5","Ld1/2,FinWl","24-Jul-19","Flat 525  ","Kilkenny"
"9176","KILTEGAN MICK","SCOLARI ME DADDY","RACENIGHT SUZIE","€285.00","76","29.66",NA,"-.20 Slow","29.46&nbsp","6/4","A4","ClrRn,FinWl","24-Jul-19","Flat 525  ","Kilkenny"
"9177","RANDOM KATE","TULLYMURRY ACT","BRAVE MEAVE","€290.00","55",NA,NA,"-.20 Slow","29.30&nbsp","11/4","A4","EP,ALd","24-Jul-19","Flat 525  ","Kilkenny"
"9178","TOMAHURRA EMER","SWIFT HOFFMAN","SLANEYSIDE BERYL","€305.00","57","29.69",NA,"-.20 Slow","29.49&nbsp","7/2","A4","Ld 1,RnOn","24-Jul-19","Flat 525  ","Kilkenny"
"9179","ASCOT MARTHA","TULLYMURRY ACT","ASCOT MEGAN","€305.00","64","29.82",NA,"-.20 Slow","29.62&nbsp","5/2","A5","Ld 2,FinWl","24-Jul-19","Flat 525  ","Kilkenny"
"9180","CONDOR OLLIE","SUPERIOR PRODUCT","MURLENS MAVE","€305.00","68","29.69",NA,"-.20 Slow","29.49&nbsp","8/1","A4","Ld 3,FinWl","24-Jul-19","Flat 525  ","Kilkenny"
"9181","RANDOM TEDDY","DROOPYS JET","RANDOM STORM","€305.00","56","29.56",NA,"-.20 Slow","29.36&nbsp","3/1","A4","Ld 3,FinWl","24-Jul-19","Flat 525  ","Kilkenny"
"9182","BALLINTINE BELLE","BALLYMAC VIC","DEANOS GIRL","€290.00","58","29.74",NA,"-.30 Slow","29.44&nbsp","4/5","A4","FAw,ALd","02-Aug-19","Flat 525  ","Kilkenny"
"9183","MYSTERIOUS LOLA","DROOPYS RODDICK","MYSTERIOUS WAYS","€50.00","57",NA,NA,"-.30 Slow","29.20&nbsp","1/2","A3","FAw,CmAg","02-Aug-19","Flat 525  ","Kilkenny"
"9184","HULK SMASH","GREENWELL HULK","BREDAS PEARL","€50.00","90","29.93",NA,"-.30 Slow","29.63&nbsp","6/1","A5","AHandy,RnOn","02-Aug-19","Flat 525  ","Kilkenny"
"9185","CHERRY LANE","SCOLARI ME DADDY","SOME TEARS","€290.00","64","29.71",NA,"-.30 Slow","29.41&nbsp","6/1","A4","EvAw,FinWl","02-Aug-19","Flat 525  ","Kilkenny"
"9186","TOTOS SPRITE","JORDANSOILUTIONS","AVAS CASTLE","€305.00","68","30.21",NA,"-.30 Slow","29.91&nbsp","5/1","A7","LckEP,RnOn","02-Aug-19","Flat 525  ","Kilkenny"
"9187","BLACKSMITH DRAKE","CONFIDENT RANKIN","ASTRAL DUBH","€305.00","76",NA,NA,"-.30 Slow","29.70&nbsp","4/1","A6","Ld 1,HldOn","02-Aug-19","Flat 525  ","Kilkenny"
"9188","TOTOS GIFT","JORDANSOILUTIONS","AVAS CASTLE","€75.00","68","29.63",NA,"-.30 Slow","29.33&nbsp","6/1","A4","FinWl,LdNrL","02-Aug-19","Flat 525  ","Kilkenny"
"9189","BALLYBOUGH CHIEF","BALLYMAC ESKE","LEMON LUCY","€75.00","73","29.36",NA,"-.30 Slow","29.06&nbsp","2/1","A2","EvAw,FinWl","02-Aug-19","Flat 525  ","Kilkenny"
"9190","KARLOW MIKE","TYRUR BIG MIKE","KARLOW MING","€325.00","69","29.55",NA,"-.30 Slow","29.25&nbsp","3/1","A3","FAw,ALd","02-Aug-19","Flat 525  ","Kilkenny"
"9191","GOING PLACES","DROOPYS CAIN","GOING VOTING","€230.00","65","29.17",NA,"-.30 Slow","28.87&nbsp","6/1","A1","FAw,DH","02-Aug-19","Flat 525  ","Kilkenny"
"9192","BRADYS CHOICE","BALLYMAC ESKE","MARINAS BLUE","€255.00","60","30.11",NA,"-.30 Slow","29.81&nbsp","7/2","A6","FAw,ALd","07-Aug-19","Flat 525  ","Kilkenny"
"9193","KNOCKNADOGUELADY","BALLYMAC VIC","TIPP JEWELS","€255.00","62",NA,NA,"-.30 Slow","29.60&nbsp","5/2","A5","AHandy,FinWl","07-Aug-19","Flat 525  ","Kilkenny"
"9194","KILMACAR HURAH","AERO MAJESTIC","DROOPYS KENZI","€255.00","58","30.78",NA,"-.30 Slow","30.48&nbsp","5/1","A9","Crd1/2,Bmp 3","07-Aug-19","Flat 525  ","Kilkenny"
"9195","FAGANS FRENCHIE","SCOLARI ME DADDY","BALLINTEE VONNE","€285.00","61","29.66",NA,"-.30 Slow","29.36&nbsp","3/1","A4","FAw,ALd","07-Aug-19","Flat 525  ","Kilkenny"
"9196","KILCASH FLARE","TULLYMURRY ACT","KILCASH EARNER","€285.00","67","29.77",NA,"-.30 Slow","29.47&nbsp","5/2","A4","ClrRn,FinWl","07-Aug-19","Flat 525  ","Kilkenny"
"9197","TOMAHURRA BERYL","SWIFT HOFFMAN","SLANEYSIDE BERYL","€290.00","63","29.68",NA,"-.30 Slow","29.38&nbsp","11/4","A4","QAw,Ld 2","07-Aug-19","Flat 525  ","Kilkenny"
"9198","CABRA MIKEY","SH AVATAR","CABRA FIFI","€290.00","82","29.84",NA,"-.30 Slow","29.54&nbsp","4/1","A5","AHandy,FinWl","07-Aug-19","Flat 525  ","Kilkenny"
"9199","RANDOM KATE","TULLYMURRY ACT","BRAVE MEAVE","€305.00","56","29.32",NA,"-.30 Slow","29.02&nbsp","5/2","A2","QAw,ALd","07-Aug-19","Flat 525  ","Kilkenny"
"9200","ORGANIQUE","TAYLORS SKY","METAMORPHOSIS","€305.00","60","29.55",NA,"-.30 Slow","29.25&nbsp","7/2","A3","FAw,ALd","07-Aug-19","Flat 525  ","Kilkenny"
"9201","KELLSBORO SASHA","HEAD BOUND","STAR PRINCESS","€305.00","60","29.54",NA,"-.30 Slow","29.24&nbsp","5/2","A3","FAw,FinWl","07-Aug-19","Flat 525  ","Kilkenny"
"9202","LARKINS LEADER","DROOPYS RODDICK","RISING SONG","€230.00","64",NA,NA,"-.30 Slow","29.60&nbsp","4/1","A5","FAw,ALd","07-Aug-19","Flat 525  ","Kilkenny"
"9203","DROOPYS MOTH","COOLAVANNY JAP","DROOPYS POSH","€75.00","63",NA,NA,"-.30 Slow","29.30&nbsp","5/4","A4","AHandy,FinWl","09-Aug-19","Flat 525  ","Kilkenny"
"9204","LULULEMON","DROOPYS RODDICK","MYSTERIOUS WAYS","€75.00","63",NA,NA,"-.30 Slow","29.50&nbsp","6/4","A5","FAw,ALd","09-Aug-19","Flat 525  ","Kilkenny"
"9205","MYSTERIOUS LOLA","DROOPYS RODDICK","MYSTERIOUS WAYS","€1000.00","57","29.31",NA,"-.30 Slow","29.01&nbsp","4/5","A2","FAw,ALd","09-Aug-19","Flat 525  ","Kilkenny"
"9206","HILLROAD APOLLO","HILLROAD JOCK","HILLROAD AMBER","€75.00","67","29.07",NA,"-.30 Slow","28.77&nbsp","2/1","A1","Ld 1,drclr","09-Aug-19","Flat 525  ","Kilkenny"
"9207","BALLYADAMS FOCUS","TULLYMURRY ACT","DROOPYS TALIA","€75.00","76","29.37",NA,"-.30 Slow","29.07&nbsp","4/7","A2","FAw,ALd","09-Aug-19","Flat 525  ","Kilkenny"
"9208","TOWN HOPE","CRASH","ARDRAHAN ZINZI","€290.00","76",NA,NA,"-.30 Slow","29.20&nbsp","5/2","A3","AHandy,FinWl","09-Aug-19","Flat 525  ","Kilkenny"
"9209","BALLYBOUGH CHIEF","BALLYMAC ESKE","LEMON LUCY","€1200.00","75","29.26",NA,"-.30 Slow","28.96&nbsp","7/4","A2","FAw,ALd","09-Aug-19","Flat 525  ","Kilkenny"
"9210","LIKELY GIFT","DROOPYS CAIN","LUMINOUS FLOWER","€350.00","60","40.82",NA,"-.40 Slow","40.42&nbsp","EVS","DD0","FAw,ALd","09-Aug-19","Flat 725  ","Kilkenny"
"9211","CONDOR JUDY","BALLYMAC BEST","STARWOOD BOUND","€325.00","62","29.58",NA,"-.30 Slow","29.28&nbsp","5/4","A3","QAw,ALd","09-Aug-19","Flat 525  ","Kilkenny"
"9212","TOWN JACKO","SKYWALKER PUMA","LA LINEA","€350.00","70",NA,NA,"-.30 Slow","28.90&nbsp","3/1","A2","AHandy,FinWl","09-Aug-19","Flat 525  ","Kilkenny"
"9213","AMBITIOUS BOO","BALLYMAC VIC","AMBITIOUS DIVA","€230.00","62","30.22",NA,"-.30 Slow","29.92&nbsp","7/4","A7","FAw,RnOn","14-Aug-19","Flat 525  ","Kilkenny"
"9214","KILTEGAN DES","SHANEBOY LEE","FOREST MIA","€230.00","64",NA,NA,"-.30 Slow","29.30&nbsp","7/2","A4","EvAw,FinWl","14-Aug-19","Flat 525  ","Kilkenny"
"9215","BORU SPUD","SUPERIOR PRODUCT","TYRUR ANNALEEN","€265.00","67","29.82",NA,"-.30 Slow","29.52&nbsp","7/2","A5","FAw,ALd","14-Aug-19","Flat 525  ","Kilkenny"
"9216","ARCTURUS LEGACY","LAUGHIL BLAKE","FOREST RHYTHM","€265.00","81","29.58",NA,"-.30 Slow","29.28&nbsp","5/2","A3","AHandy,LdNrL","14-Aug-19","Flat 525  ","Kilkenny"
"9217","TUXEDO ROUGEN","SIDARIAN BLAZE","MISS PRECEDENT","€265.00","70","29.76",NA,"-.30 Slow","29.46&nbsp","5/1","A4","AHandy,FinWl","14-Aug-19","Flat 525  ","Kilkenny"
"9218","FORTUNATE VENICE","ROMEO RECRUIT","WHITE STAR","€265.00","53","30.14",NA,"-.30 Slow","29.84&nbsp","2/1","A6","FAw,ALd","14-Aug-19","Flat 525  ","Kilkenny"
"9219","ASCOT MARTHA","TULLYMURRY ACT","ASCOT MEGAN","€285.00","63","29.61",NA,"-.30 Slow","29.31&nbsp","2/1","A4","ClrRn,FinWl","14-Aug-19","Flat 525  ","Kilkenny"
"9220","KIPPERS EXPRESS","KIPPERS USAIN","JUMEIRAH SHERRY","€285.00","70","29.63",NA,"-.30 Slow","29.33&nbsp","7/2","A4","FAw,RnOn","14-Aug-19","Flat 525  ","Kilkenny"
"9221","PHILLYS CHOICE","SKYWALKER PUMA","MARINAS BLUE","€300.00","71","29.71",NA,"-.30 Slow","29.41&nbsp","7/1","A4","EvAw,FinWl","14-Aug-19","Flat 525  ","Kilkenny"
"9222","RANDOM JESS","KINLOCH BRAE","RANDOM STORM","€230.00","54","29.88",NA,"-.30 Slow","29.58&nbsp","5/2","A5","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9223","BOGGER SUNNY","BELLES DIRECTION","TOMAHURRA CLOUD","€285.00","61","29.61",NA,"-.30 Slow","29.31&nbsp","4/1","A4","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9224","DROOPYS MOTH","COOLAVANNY JAP","DROOPYS POSH","€75.00","62","29.14",NA,"-.30 Slow","28.84&nbsp","5/2","A1","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9225","SEAGLASS SABRINA","DROOPYS RODDICK","KNOCKA NORA","€75.00","63","29.26",NA,"-.30 Slow","28.96&nbsp","4/1","A2","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9226","YOURDEALSWEENEY","DROOPYS SCOLARI","AND WE WILL","€290.00","61","29.57",NA,"-.30 Slow","29.27&nbsp","3/1","A3","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9227","HELLO KIKI","PAT C SABBATH","JAYTEE JULES","€305.00","63","29.58",NA,"-.30 Slow","29.28&nbsp","2/1","A3","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9228","MIXED GOLD BARS","SCOLARI ME DADDY","MISS GOLD BARS","€325.00","71","29.48",NA,"-.30 Slow","29.18&nbsp","3/1","A3","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9229","KARLOW MIKE","TYRUR BIG MIKE","KARLOW MING","€325.00","68","29.52",NA,"-.30 Slow","29.22&nbsp","6/4","A3","AHandy,FinWl","16-Aug-19","Flat 525  ","Kilkenny"
"9230","WINGMAN","SCOLARI ME DADDY","UPTOWN MODEL","€75.00","70","29.22",NA,"-.30 Slow","28.92&nbsp","3/1","A2","FAw,ALd","16-Aug-19","Flat 525  ","Kilkenny"
"9231","COOLSIDE WALKER","SKYWALKER PUMA","BELLMORE SHELLY","€75.00","68","29.42",NA,"-.30 Slow","29.12&nbsp","3/1","A3","ALd,ClrRn","16-Aug-19","Flat 525  ","Kilkenny"
"9232","FAST OR SLOW","BALLYMAC VIC","CAT GIRL","€230.00","70",NA,NA,"-.30 Slow","30.00&nbsp","5/1","A7","AHandy,RnOn","21-Aug-19","Flat 525  ","Kilkenny"
"9233","CONDOR SAMMY","KINLOCH BRAE","CONDOR STAR","€230.00","74","30.03",NA,"-.30 Slow","29.73&nbsp","7/2","A6","FAw,ALd","21-Aug-19","Flat 525  ","Kilkenny"
"9234","ESPRIT BLEU","ROMEO RECRUIT","WHITE STAR","€260.00","67","30.21",NA,"-.30 Slow","29.91&nbsp","7/2","A7","FcdCk3,FinWl","21-Aug-19","Flat 525  ","Kilkenny"
